,Subtitle,Emotion,Analyzer_Output,New_Emotion
14918,i feel honored and humbled by this turn of events ,joy,Positive,Elation
14919,i get the feeling that hes not impressed with me ,surprise,Positive,Excitement
14920,at the hypocrisy of some of my friends ,anger,Negative,Resentment
14921,i start to feel unsure ,fear,Negative,Anxiety
14922,i look down feeling alone and wantig to be that way ,sadness,Neutral,Sadness
14923,i still feel a dull ache most of the time even when not running ,sadness,Negative,Despair
14924,im feeling pretty good but once at the bus stop i start yawning ,joy,Positive,Elation
14925,i am feeling lousy right now ,sadness,Neutral,Sadness
14926,i resorted to yesterday the post peak day of illness when i was still housebound but feeling agitated and peckish for brew a href http pics ,fear,Negative,Anxiety
14927,i really feel guilty about them any more ,sadness,Negative,Despair
14928,i feel assured thankk god ,joy,Neutral,Happiness
14929,i feel helpless and depending on the people closest to you ,fear,Negative,Anxiety
14930,i have days weeks when i feel a little deprived ,sadness,Negative,Despair
14931,i feel angry and i feel sad ,anger,Negative,Resentment
14932,i believe i manged to tone it down here while retaining just enough flourish to make the suit feel special ,joy,Positive,Elation
14933,i feel the shift towards casual gaming as a whole is hurting rpgs and jrpgs especially because rpgs aren t games that non gamers think of playing ,joy,Negative,Discontentment
14934,i feel so fucked up from what happened on thursday ,anger,Neutral,Anger
14935,i feel fearless when i am right ,joy,Positive,Elation
14936,i feel dissatisfied with the advances we ve made rather than this team stinks ,anger,Negative,Resentment
14937,i feel can be even more dangerous though because when youre pouring all time into ministry it can be accompanied with self righteousness or self satisfaction ,anger,Neutral,Anger
14938,i began to feel agitated slightly dizzy amp very hungry ,fear,Negative,Anxiety
14939,i think about the fact that as i was leaving jordan hospital feeling triumphant at the completion of my last radiation there was a horror story unfolding two states away ,joy,Positive,Elation
14940,i started back at work i have to admit that ive been feeling a little overwhelmed ,surprise,Neutral,Surprise
14941,i feel like an idiot for looking a bunch of keys that weren t there and i m getting frantic about nick not letting me in for forgetting my keys ,fear,Negative,Anxiety
14942,is voice as usual is perfect but is like you know yomis voice can do better and you kind of feel frustrated because this song is not the best and doesnt highlight yomis voice properly ,anger,Positive,Determination
14943,i forgive myself that i have accepted and allowed myself to feel tortured by a headache ,anger,Negative,Resentment
14944,i really feel like trying to be cute every day ,joy,Positive,Elation
14945,i have been having a really hard time feeling hopeful about much over the last few months ,joy,Neutral,Happiness
14946,i feel like an ungrateful ass ,sadness,Neutral,Sadness
14947,i feel discouraged that im never going to get on a good schedule because another big life change is going to happen again ,sadness,Positive,Hopefulness
14948,i don t want him to feel disrespected or unloved ,sadness,Neutral,Sadness
14949,i feel passionate about people particularly those i love admire and respect ,joy,Positive,Elation
14950,i usually just feel aggravated with the unprofessional attitude of the rest of the cast ,anger,Neutral,Anger
14951,i remember feeling shocked that he had called me religious ,surprise,Negative,Dismay
14952,i always feel boosted spiritually but totally drained physically ,sadness,Negative,Despair
14953,i feel offended by that statement ,anger,Neutral,Anger
14954,i feel very alone in part because everyone has there opinion of what is going on or not going on and sometimes i feel that if i challenge those people they will be upset with me ,sadness,Negative,Despair
14955,im feeling awfully proud of myself for sticking to it ,joy,Neutral,Happiness
14956,i found working out of detroit specialized in christian literature lol im feeling a little grouchy tonight ,anger,Negative,Resentment
14957,im pretty sure everyone left feeling festive ,joy,Positive,Elation
14958,i feel vulnerable as i did very much yesterday i cant say i felt a strong sense of self worth but maybe according to brown i could get better at accepting those vulnerable imperfect aspects of myself ,fear,Neutral,Fear
14959,i feel charming today and dont really want to be a part of what im supposed to be a part of tonight ,joy,Positive,Elation
14960,i get the feeling the oilers are hesitant to count on him again after he missed so much time a year ago ,fear,Negative,Anxiety
14961,i wondered if that should make me feel cool ,joy,Positive,Elation
14962,i go to pt i feel like a defective bum ,sadness,Negative,Despair
14963,i feel can be blamed on the music ,sadness,Neutral,Sadness
14964,i still feel so honored that my friend would ask me to join her in this part of her journey ,joy,Positive,Elation
14965,i feel convinced that i am on the brink of something amazing ,joy,Positive,Elation
14966,i feel completely listless ,sadness,Negative,Despair
14967,i feel really pretty with this makeup haha ,joy,Positive,Elation
14968,i see you i feel so helpless ,sadness,Negative,Despair
14969,i feel miserable and even more alone ,sadness,Negative,Despair
14970,i feel all the effort was worthwhile ,joy,Positive,Elation
14971,i think the most common one that everyone has experienced is that doom and gloom feeling where you just feel like something tragic just happened ,sadness,Negative,Despair
14972,im working on a new project and i feel so productive ,joy,Positive,Elation
14973,i feel like i am that damaged can of corn with the big dent on the side and the label half torn off at the grocery store that is off that everyone pushes to the side and no one buys ,sadness,Negative,Despair
14974,i feel lethargic and overheated all the time ,sadness,Negative,Despair
14975,i did feel that the ending was fairly rushed and didnt provide the closure i was looking for but regardless this was historical fiction at its finest ,anger,Positive,Determination
14976,i feel that it is important to write about what happened to heal and i am sure there are many out there who need to see how someone deals with it all to find the strength to heal as well ,joy,Positive,Elation
14977,i feel so selfish wanting him home his help getting the girls to bed ,anger,Negative,Resentment
14978,i always feel a little sad when he goes as we sorta have a ren and stimpy theme about us oil and water gemini and scorpio soulmate friends ,sadness,Negative,Despair
14979,i feel really good about all of these schools though i know some are long shots ,joy,Positive,Elation
14980,i do know that i am feeling fabulous and having more energy then i have had in a long time even if my clothes are still a little snug ,joy,Positive,Elation
14981,i feel uncertain about ,fear,Negative,Anxiety
14982,i dont even know all i know is that i feel like im getting fucked from behind ,anger,Positive,Determination
14983,i feel really bothered ,anger,Negative,Resentment
14984,i tried it naked gardening and it feels lovely to have the sun on your back and to feel the plants while you are working in the borders ,love,Positive,Passion
14985,i feel artistic because theres a ad for a really nice slr digital camera on the side of my webpage and thats the only reason ,joy,Positive,Elation
14986,i wasnt actually a registered conference goer well i was in one dealing with sexual abuse in the gay community that kind of awoken some feelings i had repressed for a long time ,sadness,Neutral,Sadness
14987,im looking forward to feeling hopeful instead of hopeless ,joy,Neutral,Happiness
14988,im feeling just pretty rich ,joy,Positive,Elation
14989,i feel more irritable ,anger,Negative,Resentment
14990,i feel that i helped to bring some happiness into the life of my troubled friend and to this day the zz top logo keychain hangs in my room and wherever he is i know that he s doing just fine cheers man ,sadness,Positive,Hopefulness
14991,i feel like a stubborn year old ,anger,Neutral,Anger
14992,im feeling too jaded and bitter to even bother to do a google search at this time aka tltg or too lazy to google ,sadness,Negative,Despair
14993,i remember feeling absolutely devastated when i heard that peach wasn t actually there to give me cake ,sadness,Neutral,Sadness
14994,i was feeling stubborn so when my friend said that i had to come to her if i wanted a hug i said well come halfway but no so i just walked off and shes leaving today ,anger,Positive,Determination
14995,i don t know how i feel i should be bothered ,anger,Negative,Resentment
14996,i struggled with feelings of guilt as i took very gentle care of myself during my recovery and sometimes even now ,love,Neutral,Love
14997,ive started to delve deep into myself and evaluate everything that has made me feel insecure or unworthy ,fear,Negative,Anxiety
14998,i was also feeling anxious around some of the people sitting in the waiting area ,fear,Negative,Anxiety
14999,i feel i am back to my innocent and carefree self ,joy,Positive,Elation
15000,i feel my hands being weaved with yours such delicate intimacy being shared by the hands of two people who shares so much secret for the world to be mystified ,love,Positive,Passion
15001,i still feel like im damaged goods and that affects everything that i do in my life ,sadness,Neutral,Sadness
15002,i feel like i havent been taking enough risks and im not respected by my teacher because of it ,joy,Positive,Elation
15003,i feel a bit more confident about my kicking in karate and my diagonal cuts in kendo though much work remains ,joy,Positive,Elation
15004,i would picture that rock hitting that frog and it s body being carried downstream and i would feel ashamed ,sadness,Negative,Despair
15005,im feeling well in front of the computer and in my theory for me computer are for healthy kids ,joy,Positive,Elation
15006,i could have been cooped up in a motel feeling very depressed and alone until my flight home ,sadness,Negative,Despair
15007,i couldn t get the feeling of those people s suffering out of my body ,sadness,Negative,Despair
15008,i just feel guilty that he died outside my window whilst i slept and did nothing to help him ,sadness,Negative,Despair
15009,i feel so stressed out with family problems ,sadness,Negative,Despair
15010,ive been feeling immensely overwhelmed ,fear,Negative,Anxiety
15011,im feeling how char had blamed me of doing a few weeks ago ,sadness,Neutral,Sadness
15012,im feeling playful already ,joy,Positive,Elation
15013,i think for myself i feel everyone is greedy but in their own little ways whether that is going for the good or bad way thats another issue because usually you link both together but right now im trying to separate both issue separately so we can see the sole topic more cleary ,anger,Negative,Resentment
15014,i feel annoyed that those who bought tickets and sat through the screening could even find distraction with such offensive scenes and sounds flashed before them ,anger,Negative,Resentment
15015,i think even as christians our trust and assurance in the lord is weak when we feel the most helpless ,fear,Neutral,Fear
15016,i feel relaxed merson said ,joy,Positive,Elation
15017,i feel strongly that this year the lord is calling me to grow in discipline this year and to be faithful with things he has put in front of me ,love,Positive,Passion
15018,i feel books are a vital aspect to our lives and will be for generations to come and this type of media will never diminish because of the enjoyment it beings to humans ,joy,Positive,Elation
15019,i see a family of swans i feel joyful and peaceful and blessed ,joy,Positive,Elation
15020,i didn t sleep well last night and i woke up feeling to borrow a wonderful phrase from a book i read rough as a badger s arse ,joy,Positive,Elation
15021,i was supremely happy i hear the first few notes or bars of the song and i feel the emotions and smell the fragrance of that happy time ,joy,Positive,Elation
15022,i feel excited for this episode ,joy,Positive,Elation
15023,i don t feel devastated ,sadness,Negative,Despair
15024,i think that however nice these people are they make you feel paranoid that you are doing something wrong ,fear,Negative,Anxiety
15025,i have to admit im not feeling thankful today wh ,joy,Positive,Elation
15026,i feel like im not welcomed here i just dont like blend in or something ,joy,Positive,Elation
15027,i was thankful for a slow sunday because i was not feeling so hot ,love,Positive,Passion
15028,i think that we must continue to seek each other s good even as we feel offended and to always look for ways to go lower and walk in the humility that jesus walked in ,anger,Positive,Determination
15029,i would love to hear from you so feel free to add your comments or to send me an email info wolfiewolfgang ,joy,Positive,Elation
15030,i went through everything you all have too and am feeling fantastic right now ,joy,Positive,Elation
15031,i list them out i feel pretty lame whining ,sadness,Negative,Despair
15032,i feel like half the time i just dont show affection and interest to anyone outside my little circle of comfort where a sincere response is guaranteed ,joy,Positive,Elation
15033,i just cant contain my joy but right now i feel troubled ,sadness,Positive,Hopefulness
15034,i feel like doing or not doing its mind numbingly dull to debate the nuances of the women this and men that model ,sadness,Neutral,Sadness
15035,i feel paranoid like we just stepped into a private club where everyone knows each other and we are standing out like nudists at a suit convention ,fear,Positive,Courage
15036,i mean my feelings are always sincere i just think part of me tends to repress certain things in order to somehow lessen the blow that will eventually hit when the relationship ends ,joy,Negative,Discontentment
15037,i wanted was to feel accepted by you ,joy,Neutral,Happiness
15038,i find myself still feeling curious when i log into sl ,surprise,Neutral,Surprise
15039,i feel glad and enthusiastic about the point of sand snorkeling ,joy,Positive,Elation
15040,i have a feeling that most of you have yet to hear about this tragic incident in our world history ,sadness,Negative,Despair
15041,i have this feeling whenever i write a song and if i think that the song has legs enough to be popular or for people to really respond to it i get this feeling ,joy,Positive,Elation
15042,i feel so discouraged and lose my sense of inspiration to keep going especially when i see people who do not give their best for the good of pb ,sadness,Positive,Hopefulness
15043,i can sit here and say its a warm feeling that overcomes you and you feel reassured but that isnt good enough ,joy,Positive,Elation
15044,i feel so deeply honoured to be able to offer these activations and i have made extra times available for sessions after the full moon next week as we move into the dark moon and then build up to the eclipse a natural time of bringing what needs to be examined to the surface of our lives ,joy,Neutral,Happiness
15045,ive been feeling myself with a fake sense of purpose ,sadness,Negative,Despair
15046,ive just been told that i should feel more remorseful about the whole thing and that i should hang my head low for a long while because im pond scum ,sadness,Negative,Despair
15047,i kind of messed up the tips on the left hand but its a bit harder to stamp backwards and upside down but i feel that it still looks pretty cute or should i say delicate to me ,joy,Positive,Elation
15048,i talk a lot about feeling isolated ,sadness,Negative,Despair
15049,i was feeling pissed then ,anger,Neutral,Anger
15050,i still feel like i am waiting in vain for your love ,sadness,Positive,Hopefulness
15051,i feel like everything about me is defective and wrong and needs to be changed but when i change it the new thing is wrong too because its mine and therefore it must be wrong ,sadness,Negative,Despair
15052,i am feeling better though i still feel like passing out or tossing my cookies if im up for too long but theres definitely a light at the end of this tunnel ,joy,Positive,Elation
15053,i feel like doing something productive on this ,joy,Positive,Elation
15054,i spread my arms wide feeling the cold wind rushing past me feeling the rain hitting me and ,anger,Negative,Resentment
15055,im feeling cool showing skin and feel like a woman should ,joy,Positive,Elation
15056,i feel like each kid left school this year with at least three pieces they were really proud of ,joy,Positive,Elation
15057,i have not seen any change in my appearance but i feel more energetic i am sure this is just mental ,joy,Positive,Elation
15058,ive grown as a mother and treasure my role in this family now whereas i used to second guess myself a lot and feel very unsure of my maternal skills ,fear,Neutral,Fear
15059,i feel hesitant to tell them the truth about leaving the house to get the toy ,fear,Negative,Anxiety
15060,i didnt feel the need to photograph every temple or frantically scramble through sites in a vain effort to see it all or meticulously record every meal eaten over the course of ten days ,sadness,Negative,Despair
15061,i was so full and the great flavors helped keep me from feeling deprived ,sadness,Positive,Hopefulness
15062,i end up feeling very rushed and exhausted by the time we sit down to eat and i don t take the time to really think about what i am thankful for much less take time express that to god ,anger,Neutral,Anger
15063,i don t feel like i was deprived by not being able to ,sadness,Neutral,Sadness
15064,i feel homesick and it doesn ,sadness,Neutral,Sadness
15065,ive been cleaning the apartment trying to get life back in order after vacation and holiday mayhem and instead of feeling grumpy about it like i usually would i am feeling overwhelmingly blessed ,anger,Negative,Resentment
15066,i feel like i cant do anything productive while hes home ,joy,Positive,Elation
15067,i take the offense that is most frightening to me when i am feeling the most vulnerable in close relationships with others and i draw that offense and all my frightful vulnerability into the love of god into the mercy seat that fills me full ,fear,Negative,Anxiety
15068,ive been feeling wonderful and am now enjoying little karate chops inside my abdomen on a regular basis that make my heart spin circles of joy ,joy,Positive,Elation
15069,i feel just a bit grouchy ,anger,Negative,Resentment
15070,i feel groggy and want to crawl back into be with my cat and my book ,sadness,Neutral,Sadness
15071,i feel horny i feel horny anyone wanna see me ,love,Neutral,Love
15072,im feeling generous this morning i will share them with you ,love,Positive,Passion
15073,i feel hurt upset or angry about something ,sadness,Negative,Despair
15074,i am feeling a little dull this morning because we had a winetasting at our apartment yesterday to choose the wines for our wedding ,sadness,Negative,Despair
15075,i guess i made her feel unwelcome though i honestly didnt mean to ,sadness,Negative,Despair
15076,i feel i have no hope of supporting a family and purchasing a house in vancouver ,love,Positive,Passion
15077,i decide to take ill still feel ive resolved a win win situation ,joy,Positive,Elation
15078,i also feel less inhibited about interacting with them ,sadness,Neutral,Sadness
15079,i gained admission immediately after college so i feel i m of the privileged ones ,joy,Positive,Elation
15080,i haven t seen that side of him for a couple of years now that hes on some medications may be depression is genetic and thats why i feel so shitty all the time ,sadness,Negative,Despair
15081,i understand and feel for her pain neferet remains my most hated character in the house of night ,anger,Negative,Resentment
15082,i just want the best for that boy maybe i can really stop feeling like im a heartless bitch ,anger,Neutral,Anger
15083,i loved them more than anyone else and if i wanted them to feel valued and appreciated then i ought to give them better treatment than random dinner company right ,joy,Positive,Elation
15084,i would put them and their feelings before mine which is why i said it is mad ,anger,Negative,Resentment
15085,when i found out that i had passed the last two exams by a margin of three marks ,joy,Neutral,Happiness
15086,i can t feel saddened or that i should just stop caring ,love,Neutral,Love
15087,im not sure i can go back to aussie festivals that make me appalled at the youth of today and make me feel glad to be old er and way more sensible ,joy,Positive,Elation
15088,i remember something about the artwork i spent hours with in school i feel smart and worthy ,joy,Positive,Elation
15089,i kuribayashi i had the feeling that had we met i would have liked him ,love,Positive,Passion
15090,i love it so much it adds just the right about of edge when im feeling rebellious ,anger,Positive,Determination
15091,i woke up feeling distraught ,fear,Negative,Anxiety
15092,i won t do any weights till i feel more lively ,joy,Positive,Elation
15093,i shall just sleep feeling pissed psssh ,anger,Neutral,Anger
15094,i feel badly enough about myself and everything thats going on and some of these people that are supposed to be helping me arent particularly sympathetic ,love,Positive,Passion
15095,i asked how does the long grass feel he said this long grass feels lovely ,love,Positive,Passion
15096,i want to stop taking it one day but also feel terrified that lots of feelings of anxiety panic will come flooding back ,fear,Negative,Anxiety
15097,i could see that when i am angry with my coworker i am also in a moment where i do not trust the other person s intentions i do not feel respected or appreciated by that person ,joy,Positive,Elation
15098,i watch my friends going through changes and i feel envious ,anger,Positive,Determination
15099,im feeling glad that we got that first show out of the way and its in the rear view mirror ,joy,Positive,Elation
15100,i feel pretty blank right now and thats good ,sadness,Positive,Hopefulness
15101,i really like it i feel so nostalgic watching decade as i remember a lot of the hesei kamen riders ,love,Positive,Passion
15102,i do find myself feeling anxious seeing what everyone else is doing and feeling that i am not up to part with my peers and or i am stagnate ,fear,Negative,Anxiety
15103,i believe most teenage girls feel like when they are influenced by the popular crowd and just want to fit in ,joy,Positive,Elation
15104,i have been feeling pleased with myself for being really healthy this pregnancy ,joy,Positive,Elation
15105,i feel miserable just reading about americas heat wave and i live in the always hot middle east ,sadness,Neutral,Sadness
15106,i began to kiss her again she slowly started lifting her head and feel suspicious ,fear,Negative,Anxiety
15107,i wiggle my toes to feel the cool sheets across my skin bringing awareness back into my body as i descend down from a dream state back into my bed ,joy,Positive,Elation
15108,i created my how to paint an owl e course with the intention of sharing the simple shape templates that i use to start my own owls so that others could easily create their own and not feel afraid to start on a blank canvas ,fear,Negative,Anxiety
15109,i can t help but feel appreciative of artists who produce such quality work ,joy,Positive,Elation
15110,i feel sooooooooper vain taking pics of myself for the last hour ,sadness,Negative,Despair
15111,i have to be honest with a grandmother that passed away at i dread the idea that if i die young i wont get to do all of these things i really feel passionate about ,love,Neutral,Love
15112,i feel distraught as ever ,fear,Negative,Anxiety
15113,i feel the wrapping of the gift is almost as important as the gift itself ,joy,Positive,Elation
15114,im feeling awkward every time i start a photoshoot ,sadness,Negative,Despair
15115,i am unable to conclude what kind of person i consider myself i can say feeling guilty and uncertain helps me to realize some of my flaws so hopefully i can move forward in my life to think about situations and my words more thoroughly before acting ,sadness,Negative,Despair
15116,i feel stupid dumb and unwanted ,sadness,Negative,Despair
15117,im still feeling needy and what my human family cannot possibly give me i am looking elsewhere ,sadness,Negative,Despair
15118,i don t recommend carrying around handfuls of gold jewelry in your backpacks or having it on your person i do think that a few key pieces of fun jewelry are necessary to keep you looking and feeling cute on the road ,joy,Positive,Elation
15119,i couldnt help feeling charmed and amused ,joy,Neutral,Happiness
15120,i have come to a place in my life where i feel having a romantic partner is unnecessary ,love,Neutral,Love
15121,i feel like an idiotic twat for some of the things i have written in the past and for some of the things i have advertised having done ,sadness,Neutral,Sadness
15122,day i received my te score and acceptance into my chosen course ,joy,Neutral,Happiness
15123,i was feeling really frantic i knew i had to find james there too ,fear,Negative,Anxiety
15124,ive just come back from work and now im not in again saturday so im going to spend my time playing some games and tidying up the flat a bit its nice to just feel relaxed and in control for a change ,joy,Positive,Elation
15125,im always open to suggestions so please feel free to email me ,joy,Positive,Elation
15126,i found that the price of staying and feeling gorgeous has sky rocketed so i decided to take my own personal experiences and use them to give fellow students and other people on a budget a helping hand ,joy,Positive,Elation
15127,i feel that the video was a clever harsh striking and much needed parody satire on the current state of hip hop ,joy,Neutral,Happiness
15128,i am totally enamoured with this dress it is so flowy and lovely perfect for a warm summer day it feels really romantic and springy and i am so so excited to show you all ,love,Positive,Passion
15129,i have good camwhore skill thanks to instagram and pudding which is anotehr super popular social apps to post all your vain picture without feeling vain because others will do the same so ftw ,sadness,Positive,Hopefulness
15130,i have started this journal because i feel like a bunch of unfortunate and seemingly random things happen to me and i would like to keep track of them ,sadness,Positive,Hopefulness
15131,when the paramilitary was sent to the unza and it started using tear gas and started intimidating the students without any provocation ,anger,Negative,Resentment
15132,i know other musicians who feel punished for being gone nagged guilt tripped ,sadness,Negative,Despair
15133,i am so pissed now lol screaming silently baby sleep beside me well thats that and tody is another day and i feel like being petty ,anger,Positive,Determination
15134,i feel ashamed and embarrassed every time someone is executed in the us ,sadness,Negative,Despair
15135,i remember smiling when i saw her picture and feeling so happy for you guys that you finally got to meet your girl ,joy,Positive,Elation
15136,im waiting to go to my decal right now and i feel really shitty so i dont want to do any studying for the time being ,sadness,Positive,Hopefulness
15137,i feel that all sports are unprotected from the media and on an equal playing field ,sadness,Neutral,Sadness
15138,i am sure the vast majority of decent working class people feel insulted about being derided as unable to be respectful towards referees and are the parents who watch their child s match shouting abuse and swearing etc ,anger,Negative,Resentment
15139,i feel so appreciative to the owners of this cafe ,joy,Positive,Elation
15140,i feel peaceful it s ok ,joy,Positive,Elation
15141,i have been absolutely useless written about nothing at all and feel like im neglecting my faithful followers by failing to update the blog today ,joy,Neutral,Happiness
15142,im feeling so doubtful today ,fear,Negative,Anxiety
15143,i am actually feeling optimistic about my back and my future in movement ,joy,Positive,Elation
15144,im dreaming of zombie apocalypses alien dragons with breathing tubes attacking the earth and feeling cranky ,anger,Negative,Resentment
15145,i don t feel amazing or good afterwards then i m not pleased ,joy,Positive,Elation
15146,i really started to feel that the ica was an association worth supporting and maybe something that id enjoy being a part of ,love,Positive,Passion
15147,i hope to god it is a false reading because i feel so unprotected without him ,fear,Negative,Anxiety
15148,i need to get a job but due to my very silly head i dont really know what i feel passionate about anymore nor do i know what drives me ,love,Neutral,Love
15149,i wake up always feeling anxious not knowing why ,fear,Negative,Anxiety
15150,i am feeling impatient restless excited ,anger,Negative,Resentment
15151,im feeling adventurous i use his ideas as my own ,joy,Positive,Elation
15152,i just have to allow myself to loosen up a bit so i don t feel too stressed and restricted by myself ,sadness,Negative,Despair
15153,im happy i got her to see her smile and laugh yesterday something to bring me joy when i feel completely drained ,sadness,Positive,Hopefulness
15154,i understand that sometimes historians grow attached to the eras or personalities they study but i feel like this goes beyond a casual and predictable infatuation with the civilization and its history ,joy,Positive,Elation
15155,i feel like a delicate fragile vase ,love,Positive,Passion
15156,i feel very pretty and i have a really cute outfit on with some pretty costume jewelry ,joy,Positive,Elation
15157,i feeling a little tender and uncomfortable but the needle marks on my bum are worse ,love,Negative,Heartbreak
15158,i realised i only hate people because i feel threatened by them ,fear,Negative,Anxiety
15159,i asked this person how she was approaching this issue the answer was oh i m being very specific i m saying even though i don t feel loved i deeply and completely accept myself ,love,Neutral,Love
15160,i wake up this morning i can feel my legs my body is aching ,sadness,Negative,Despair
15161,i feel anxious and worry just in case i dont understand the customers problems ,fear,Negative,Anxiety
15162,i feel like the image is compromised and immediately not as successful ,joy,Positive,Elation
15163,i feel this feeling when i am to fill in a questionnaire or a form ,anger,Neutral,Anger
15164,i feel tortured being a person because no one in the world even think im somebody i wish there will be somebody out there wishing is just a waste of time though i dream too for somebody but its just the same tortured ,fear,Negative,Anxiety
15165,i almost feel confused and out of character when i honestly say actually things are going pretty well ,fear,Positive,Courage
15166,i feel naughty a href http www ,love,Negative,Heartbreak
15167,im sick of constantly having this betrayed feeling in my stomach the feeling that no matter how much someone says they care about me whether it be a friend or something more they dont seem to have any loyalty no compassion for me or whats hurt me no understanding just arguments ,sadness,Neutral,Sadness
15168,ive learned that people will forget what you said people will forget what you did but people will never forget how you made them feel she showed that our creative work can be a way to show kindness ,joy,Positive,Elation
15169,i am not a regular member of this group meaning that i do not follow whats going on very often and also i feel a bit shy in budding in when i do not have much to say but today i have a request for you people ,fear,Neutral,Fear
15170,i will be able to feel a little bit more emotional freedom ,sadness,Positive,Hopefulness
15171,i have a feeling this week is just going to be splendid ,joy,Positive,Elation
15172,i would never be able to feel like i do today buoied up by sense of peace and calm that can only come through hope ,joy,Positive,Elation
15173,i hate the fact i feel so miserable most of the time when im not usually and i hate the fact i feel as if im moaning ,sadness,Negative,Despair
15174,i would have never understood or valued the meaning of a life partner if i did not feel lonely ,sadness,Negative,Despair
15175,i m tryin my level best be a gud pal but i cant help if u dont understad what i feel abt u dats ur problemn i don think carin for sum is a crime img src rte emoticons smile sarcastic ,anger,Neutral,Anger
15176,i feel so bouncy and happy ,joy,Positive,Elation
15177,i feel like i missed out on an opportunity to wear a cape during my run ,sadness,Neutral,Sadness
15178,i seriously hate one subject to death but now i feel reluctant to drop it ,fear,Negative,Anxiety
15179,i was still feeling lousy from the cough and the side effects of chemo were finally kicking in ,sadness,Negative,Despair
15180,i feel its image has certainly been damaged by all of this ,sadness,Negative,Despair
15181,i understand that you re feeling anxious ,fear,Negative,Anxiety
15182,i understand that but its so nice not to feel like the weird one ,fear,Positive,Courage
15183,i feel so vain when i look at myself and notice how much i like my nose or how nice my face structure is ,sadness,Positive,Hopefulness
15184,i feel like i can read all the articles and blogs and even the press releases from the akron marathon in the world but nothing can calm me down ,joy,Positive,Elation
15185,i feel very lucky to have known him to have called him family ,joy,Positive,Elation
15186,i feel so privileged that god made this plan for us ,joy,Positive,Elation
15187,id have spent more time with her on reading i feel a bit guilty about that ,sadness,Negative,Despair
15188,i know your feeling because i have it and i am glad you have it ,joy,Positive,Elation
15189,im feeling a bit resentful towards all you australians who watch our modern family greys anatomy and glee ,anger,Positive,Determination
15190,i had to stand in front of sinks and odkh milk in front of all the women who were entering the bathroom she said i feel offended and i try hard not to cry took ,anger,Negative,Resentment
15191,im feeling pretty good now and ignoring the fact that ill probably feel worse before i feel better a href https lh ,joy,Positive,Elation
15192,i hope i would be able to understand and not make my friend feel pressured into doing anything they did not want to do ,fear,Neutral,Fear
15193,i can t tell you fortunate i feel to have access to so many wonderfully talented photographers like yourself ,joy,Positive,Elation
15194,i felt off kilter before and since following his prompting and seeking peace i feel resolved ,joy,Positive,Elation
15195,i feel that it is vital to the conservative movement or anybody to the right of obama for that matter not hard to be to watch carefully ,joy,Negative,Discontentment
15196,i hope to feel a waft of cool air but no luck ,joy,Positive,Elation
15197,i bet you ll feel absolutely horny on watching shameless blond lad make his guy cry of pleasure caused by hottest fist fuck ,love,Negative,Heartbreak
15198,i just want someone i can feel safe around isnt gunna make me as questions or what me to explain myself about things all the time a guy that understands and gets me ,joy,Positive,Elation
15199,im feeling pretty energetic ,joy,Positive,Elation
15200,i always conceal my real true feelings because im afraid of being venerable and taking advantage of because well that happened before and it really destroyed me ,fear,Positive,Courage
15201,i was cleaning up the spilled juice i was thinking about this and even remembered how i had felt at the time and realized that had it been one of my kids who had made this mess i probably wouldnt be calmly cleaning up the mess feeling only a little bit annoyed ,anger,Negative,Resentment
15202,im feeling cool today ,joy,Positive,Elation
15203,i want you on the trip that i feel is cool ,joy,Positive,Elation
15204,i look at the feelings which i think have in some ways inhibited me from stepping forwards ,sadness,Neutral,Sadness
15205,i feel her pain and i let her know and i want anyone else suffering with depression to know that you are not alone ,sadness,Negative,Despair
15206,i often look back on my younger years and feel ashamed of the things i have done ,sadness,Negative,Despair
15207,i hear it makes me feel reassured of my views towards humanity ,joy,Neutral,Happiness
15208,im feeling drained as usual ,sadness,Negative,Despair
15209,i feel frustrated about especially last night is not in doing all those things i actually enjoy them but in finding the time to do them ,anger,Neutral,Anger
15210,i have been feeling very discouraged the last few weeks ,sadness,Neutral,Sadness
15211,i choose to feel terrific a href http www ,joy,Positive,Elation
15212,i feel like the hymn says i stand all amazed at the love jesus offers me confused at the grace that so fully he proffers me ,surprise,Positive,Excitement
15213,i feel very blessed to be given the chance to do what i love ,love,Positive,Passion
15214,i love feeling like i am truly making a difference in students lives although sometimes i am unsure ,fear,Positive,Courage
15215,i still feel slightly strange with sorrow but i know its not something of god but of satan ,surprise,Negative,Dismay
15216,im also feeling more shaky in my confidence in my faith but at the same time i feel like im growing spiritually a lot and also growing a lot in my understanding of the world around me ,fear,Positive,Courage
15217,i recently mentioned i feel savage worlds isn t doing a good job modeling the kind of story robin and i are telling in our current duet game and i m willing to experiment with another system ,anger,Positive,Determination
15218,i feel liked i talked about mass effect to death in these posts but i m going to have to again i m afraid ,love,Negative,Heartbreak
15219,im looking up at the clouds moving across the sky and up up at the tallest buildings in the city i immediately feel a sense of calm surround me but oops ,joy,Positive,Elation
15220,im feeling about as horny as a dead goat ,love,Negative,Heartbreak
15221,im just feeling pissed ,anger,Neutral,Anger
15222,i am very stubborn but i feel like if i am going to be stubborn it should be in a manner that is going to help me ,anger,Negative,Resentment
15223,i don t believe in my weakness he is strong i don t believe i am more than a conqueror and i feel like i m a real fake and it s not fine ,sadness,Positive,Hopefulness
